monotonic_s,running_reqs_sum,queue_reqs_sum,gen_throughput_sum,decode_sum_seq_lens_sum,num_servers_sampled
207.3,2061.0,0.0,2852.401453743816,665664.0,8
207.4,2055.0,0.0,2852.401453743816,665664.0,8
207.5,2033.0,0.0,2852.401453743816,665664.0,8
207.6,2033.0,0.0,2852.401453743816,665664.0,8
207.7,2073.0,0.0,2852.401453743816,665664.0,8
207.8,2083.0,0.0,2852.401453743816,665664.0,8
207.9,2038.0,0.0,2852.401453743816,665664.0,8
208.0,2058.0,0.0,2852.401453743816,665664.0,8
208.1,2018.0,0.0,2852.401453743816,665664.0,8
208.2,2058.0,0.0,2852.401453743816,665664.0,8
208.3,2025.0,0.0,2852.401453743816,665664.0,8
208.4,2064.0,0.0,2852.401453743816,665664.0,8
208.5,2057.0,0.0,2852.401453743816,665664.0,8
208.6,2077.0,0.0,2852.401453743816,665664.0,8
208.7,2085.0,0.0,2852.401453743816,665664.0,8
208.8,2057.0,0.0,2852.401453743816,665664.0,8
208.9,2038.0,0.0,2852.401453743816,665664.0,8
209.0,2052.0,0.0,2852.401453743816,665664.0,8
209.1,2030.0,0.0,2852.401453743816,665664.0,8
209.2,2044.0,0.0,2852.401453743816,665664.0,8
209.3,2014.0,0.0,2852.401453743816,665664.0,8
209.4,2055.0,2.0,2852.401453743816,665664.0,8
209.5,2055.0,2.0,2852.401453743816,665664.0,8
209.6,2076.0,17.0,2852.401453743816,665664.0,8
209.7,2081.0,15.0,2852.401453743816,665664.0,8
209.8,2060.0,34.0,2852.401453743816,665664.0,8
209.9,2015.0,42.0,2852.401453743816,665664.0,8
210.0,2010.0,55.0,2852.401453743816,665664.0,8
210.1,1974.0,59.0,2852.401453743816,665664.0,8
210.2,1941.0,61.0,2852.401453743816,665664.0,8
210.3,1940.0,71.0,2852.401453743816,665664.0,8
210.4,1946.0,78.0,2852.401453743816,665664.0,8
210.5,1927.0,100.0,2852.401453743816,665664.0,8
210.6,1897.0,116.0,2852.401453743816,665664.0,8
210.7,1871.0,140.0,2852.401453743816,665664.0,8
210.8,1853.0,159.0,2852.401453743816,665664.0,8
210.9,1845.0,171.0,2852.401453743816,665664.0,8
211.0,1829.0,187.0,2852.401453743816,665664.0,8
211.1,1821.0,198.0,2852.401453743816,665664.0,8
211.2,1809.0,213.0,2852.401453743816,665664.0,8
211.3,1798.0,223.0,2852.401453743816,665664.0,8
211.4,1779.0,234.0,3638.085807669379,759590.0,8
211.5,1766.0,243.0,5201.581126018922,943223.0,8
211.6,1764.0,243.0,5973.966643400712,1037155.0,8
211.7,1757.0,247.0,6734.450829721149,1131180.0,8
211.8,1747.0,252.0,7483.432743610654,1226995.0,8
211.9,1750.0,252.0,8222.168397788106,1322800.0,8
212.0,1740.0,254.0,8953.954617905081,1424025.0,8
212.1,1739.0,253.0,8953.954617905081,1424025.0,8
212.2,1734.0,254.0,8953.954617905081,1424025.0,8
