monotonic_s,num_running_reqs_sum,num_queue_reqs_sum,num_used_tokens_sum,max_total_num_tokens_sum,token_usage_mean,pending_prealloc_token_usage_mean,num_servers_sampled
1221.4,501.0,4978.0,1518839.0,1580642.0,0.9609683354281408,0.0,8
1221.5,499.0,4975.0,1515502.0,1580642.0,0.9588391798421858,0.0,8
1221.6,491.0,4971.0,1511566.0,1580642.0,0.9564844294512692,0.0,8
1221.7,490.0,4969.0,1511631.0,1580642.0,0.9565259023649902,0.0,8
1221.8,488.0,4965.0,1500066.0,1580642.0,0.9491469139467799,0.0,8
1221.9,486.0,4957.0,1512483.0,1580642.0,0.957069516557149,0.0,8
1222.0,487.0,4947.0,1501417.0,1580642.0,0.9500089125073508,0.0,8
1222.1,486.0,4944.0,1501523.0,1580642.0,0.9500765452589575,0.0,8
1222.2,485.0,4940.0,1501801.0,1580642.0,0.9502426026503032,0.0,8
1222.3,485.0,4940.0,1501801.0,1580642.0,0.9502426026503032,0.0,8
1222.4,485.0,4934.0,1497754.0,1580642.0,0.9476604352375495,0.0,8
1222.5,492.0,4930.0,1505432.0,1580642.0,0.9525593434152425,0.0,8
1222.6,491.0,4920.0,1516871.0,1580642.0,0.9598579381853166,0.0,8
1222.7,491.0,4920.0,1516871.0,1580642.0,0.9598579381853166,0.0,8
1222.8,495.0,4917.0,1524812.0,1580642.0,0.9646064966983399,0.0,8
1222.9,496.0,4916.0,1524569.0,1580642.0,0.9644514518055061,0.0,8
1223.0,493.0,4911.0,1529076.0,1580642.0,0.9673271198384392,0.0,8
1223.1,498.0,4907.0,1530395.0,1580642.0,0.9681687009645628,0.0,8
1223.2,502.0,4903.0,1502523.0,1580642.0,0.9507030674346169,0.0,8
1223.3,502.0,4902.0,1494688.0,1580642.0,0.945703986219167,0.0,8
1223.4,501.0,4899.0,1483306.0,1580642.0,0.938441760004202,0.0,8
1223.5,504.0,4895.0,1487363.0,1580642.0,0.9410303078652206,0.0,8
1223.6,504.0,4894.0,1491337.0,1580642.0,0.9435658980056414,0.0,8
